day,inventory,demand,shortage,holding_cost,ordering_cost,shortage_cost
190,137,45,0,29462,3400,203350
191,88,49,0,29638,3600,203350
192,36,52,0,29710,3600,203350
193,0,54,18,29710,3600,204250
194,0,46,46,29710,3600,206550
195,0,54,54,29710,3600,209250
196,251,61,0,30212,3600,209250
197,199,52,0,30610,3600,209250
198,136,63,0,30882,3600,209250
199,103,33,0,31088,3600,209250
200,56,47,0,31200,3800,209250
201,0,58,2,31200,3800,209350
202,0,48,48,31200,3800,211750
203,286,58,0,31772,3800,211750
204,237,49,0,32246,3800,211750
205,170,67,0,32586,3800,211750
206,126,44,0,32838,3800,211750
207,74,52,0,32986,4000,211750
208,34,40,0,33054,4000,211750
209,0,50,16,33054,4000,212550
210,0,50,50,33054,4000,215050
211,0,51,51,33054,4000,217600
212,0,60,60,33054,4000,220600
213,0,41,41,33054,4000,222650
214,0,56,56,33054,4000,225450
215,0,54,54,33054,4000,228150
216,285,41,0,33624,4000,228150
217,238,47,0,34100,4000,228150
218,190,48,0,34480,4000,228150
219,129,61,0,34738,4000,228150
220,79,50,0,34896,4200,228150
221,29,50,0,34954,4200,228150
222,0,50,21,34954,4200,229200
223,0,53,53,34954,4200,231850
224,0,37,37,34954,4200,233700
225,0,41,41,34954,4200,235750
226,0,41,41,34954,4200,237800
227,0,43,43,34954,4200,239950
228,0,61,61,34954,4200,243000
229,0,53,53,34954,4200,245650
230,278,43,0,35510,4200,245650
231,236,42,0,35982,4200,245650
232,194,42,0,36370,4200,245650
233,154,40,0,36678,4200,245650
234,111,43,0,36900,4200,245650
235,61,50,0,37022,4400,245650
236,8,53,0,37038,4400,245650
237,0,36,28,37038,4400,247050
238,0,57,57,37038,4400,249900
239,296,43,0,37630,4400,249900
240,249,47,0,38128,4400,249900
241,197,52,0,38522,4400,249900
242,148,49,0,38818,4400,249900
243,117,31,0,39052,4400,249900
244,67,50,0,39186,4600,249900
245,16,51,0,39218,4600,249900
246,0,45,29,39218,4600,251350
247,0,43,43,39218,4600,253500
248,0,52,52,39218,4600,256100
249,0,56,56,39218,4600,258900
250,295,38,0,39808,4600,258900
251,243,52,0,40294,4600,258900
252,194,49,0,40682,4600,258900
253,149,45,0,40980,4600,258900
254,96,53,0,41172,4800,258900
255,44,52,0,41260,4800,258900
256,5,39,0,41270,4800,258900
257,0,44,39,41270,4800,260850
258,0,43,43,41270,4800,263000
259,266,38,0,41802,4800,263000
260,226,40,0,42254,4800,263000
261,169,57,0,42592,4800,263000
262,127,42,0,42846,4800,263000
263,64,63,0,42974,5000,263000
264,8,56,0,42990,5000,263000
265,0,46,38,42990,5000,264900
266,286,50,0,43562,5000,264900
267,246,40,0,44054,5000,264900
268,201,45,0,44456,5000,264900
269,159,42,0,44774,5000,264900
270,108,51,0,44990,5000,264900
271,62,46,0,45114,5200,264900
272,16,46,0,45146,5200,264900
273,0,45,29,45146,5200,266350
274,0,56,56,45146,5200,269150
275,0,49,49,45146,5200,271600
276,0,47,47,45146,5200,273950
277,0,40,40,45146,5200,275950
278,0,64,64,45146,5200,279150
279,287,51,0,45720,5200,279150
280,246,41,0,46212,5200,279150
281,203,43,0,46618,5200,279150
282,161,42,0,46940,5200,279150
283,108,53,0,47156,5200,279150
284,61,47,0,47278,5400,279150
285,12,49,0,47302,5400,279150
286,0,49,37,47302,5400,281000
287,0,55,55,47302,5400,283750
288,0,44,44,47302,5400,285950
289,0,47,47,47302,5400,288300
290,0,61,61,47302,5400,291350
291,0,53,53,47302,5400,294000
292,0,41,41,47302,5400,296050
293,287,52,0,47876,5400,296050
294,227,60,0,48330,5400,296050
295,186,41,0,48702,5400,296050
296,142,44,0,48986,5400,296050
297,95,47,0,49176,5600,296050
298,55,40,0,49286,5600,296050
299,14,41,0,49314,5600,296050
300,0,57,43,49314,5600,298200
301,0,44,44,49314,5600,300400
302,0,55,55,49314,5600,303150
303,251,54,0,49816,5600,303150
304,207,44,0,50230,5600,303150
305,164,43,0,50558,5600,303150
306,112,52,0,50782,5600,303150
307,63,49,0,50908,5800,303150
308,13,50,0,50934,5800,303150
309,0,63,50,50934,5800,305650
310,0,54,54,50934,5800,308350
311,0,52,52,50934,5800,310950
312,0,48,48,50934,5800,313350
313,0,49,49,50934,5800,315800
314,278,59,0,51490,5800,315800
315,226,52,0,51942,5800,315800
316,191,35,0,52324,5800,315800
317,134,57,0,52592,5800,315800
318,88,46,0,52768,6000,315800
319,37,51,0,52842,6000,315800
320,0,47,10,52842,6000,316300
321,0,55,55,52842,6000,319050
322,268,44,0,53378,6000,319050
323,227,41,0,53832,6000,319050
324,177,50,0,54186,6000,319050
325,115,62,0,54416,6000,319050
326,63,52,0,54542,6200,319050
327,13,50,0,54568,6200,319050
328,0,37,24,54568,6200,320250
329,0,43,43,54568,6200,322400
330,0,51,51,54568,6200,324950
331,0,56,56,54568,6200,327750
332,287,50,0,55142,6200,327750
333,239,48,0,55620,6200,327750
334,197,42,0,56014,6200,327750
335,150,47,0,56314,6200,327750
336,97,53,0,56508,6400,327750
337,42,55,0,56592,6400,327750
338,0,44,2,56592,6400,327850
339,0,57,57,56592,6400,330700
340,250,53,0,57092,6400,330700
341,211,39,0,57514,6400,330700
342,153,58,0,57820,6400,330700
343,99,54,0,58018,6600,330700
344,56,43,0,58130,6600,330700
345,13,43,0,58156,6600,330700
346,0,48,35,58156,6600,332450
347,0,57,57,58156,6600,335300
348,0,45,45,58156,6600,337550
349,0,52,52,58156,6600,340150
350,0,53,53,58156,6600,342800
351,250,51,0,58656,6600,342800
352,194,56,0,59044,6600,342800
353,135,59,0,59314,6600,342800
354,75,60,0,59464,6800,342800
355,27,48,0,59518,6800,342800
356,0,45,18,59518,6800,343700
357,0,53,53,59518,6800,346350
358,0,41,41,59518,6800,348400
359,0,42,42,59518,6800,350500
360,285,40,0,60088,6800,350500
361,240,45,0,60568,6800,350500
362,187,53,0,60942,6800,350500
363,144,43,0,61230,6800,350500
364,85,59,0,61400,7000,350500
