day,inventory,demand,shortage,holding_cost,ordering_cost,shortage_cost
190,0,61,61,18566,4600,431200
191,0,52,52,18566,4600,436400
192,0,63,63,18566,4600,442700
193,0,33,33,18566,4600,446000
194,161,47,0,18888,4600,446000
195,109,52,0,19106,4600,446000
196,51,58,0,19208,4800,446000
197,3,48,0,19214,4800,446000
198,0,58,55,19214,4800,451500
199,0,49,49,19214,4800,456400
200,0,67,67,19214,4800,463100
201,0,44,44,19214,4800,467500
202,0,52,52,19214,4800,472700
203,0,40,40,19214,4800,476700
204,0,50,50,19214,4800,481700
205,0,50,50,19214,4800,486700
206,198,51,0,19610,4800,486700
207,138,60,0,19886,4800,486700
208,97,41,0,20080,5000,486700
209,43,54,0,20166,5000,486700
210,2,41,0,20170,5000,486700
211,0,47,45,20170,5000,491200
212,0,48,48,20170,5000,496000
213,0,61,61,20170,5000,502100
214,0,50,50,20170,5000,507100
215,0,48,48,20170,5000,511900
216,153,50,0,20476,5000,511900
217,103,50,0,20682,5000,511900
218,50,53,0,20782,5200,511900
219,13,37,0,20808,5200,511900
220,0,41,28,20808,5200,514700
221,0,41,41,20808,5200,518800
222,0,43,43,20808,5200,523100
223,0,61,61,20808,5200,529200
224,0,53,53,20808,5200,534500
225,0,43,43,20808,5200,538800
226,0,42,42,20808,5200,543000
227,208,42,0,21224,5200,543000
228,168,40,0,21560,5200,543000
229,125,43,0,21810,5200,543000
230,75,50,0,21960,5400,543000
231,39,36,0,22038,5400,543000
232,0,57,18,22038,5400,544800
233,0,43,43,22038,5400,549100
234,0,47,47,22038,5400,553800
235,173,52,0,22384,5400,553800
236,124,49,0,22632,5400,553800
237,93,31,0,22818,5600,553800
238,43,50,0,22904,5600,553800
239,3,40,0,22910,5600,553800
240,0,51,48,22910,5600,558600
241,0,45,45,22910,5600,563100
242,0,43,43,22910,5600,567400
243,0,52,52,22910,5600,572600
244,151,56,0,23212,5600,572600
245,113,38,0,23438,5600,572600
246,61,52,0,23560,5800,572600
247,16,45,0,23592,5800,572600
248,0,53,37,23592,5800,576300
249,0,52,52,23592,5800,581500
250,200,39,0,23992,5800,581500
251,156,44,0,24304,5800,581500
252,113,43,0,24530,5800,581500
253,75,38,0,24680,6000,581500
254,35,40,0,24750,6000,581500
255,0,57,22,24750,6000,583700
256,0,42,42,24750,6000,587900
257,0,63,63,24750,6000,594200
258,0,51,51,24750,6000,599300
259,169,56,0,25088,6000,599300
260,123,46,0,25334,6000,599300
261,73,50,0,25480,6200,599300
262,28,45,0,25536,6200,599300
263,0,42,14,25536,6200,600700
264,0,51,51,25536,6200,605800
265,0,46,46,25536,6200,610400
266,0,46,46,25536,6200,615000
267,0,45,45,25536,6200,619500
268,171,56,0,25878,6200,619500
269,122,49,0,26122,6200,619500
270,75,47,0,26272,6400,619500
271,35,40,0,26342,6400,619500
272,0,64,29,26342,6400,622400
273,0,51,51,26342,6400,627500
274,0,41,41,26342,6400,631600
275,182,43,0,26706,6400,631600
276,140,42,0,26986,6400,631600
277,87,53,0,27160,6600,631600
278,39,48,0,27238,6600,631600
279,0,49,10,27238,6600,632600
280,0,49,49,27238,6600,637500
281,0,55,55,27238,6600,643000
282,0,44,44,27238,6600,647400
283,0,47,47,27238,6600,652100
284,0,61,61,27238,6600,658200
285,160,53,0,27558,6600,658200
286,119,41,0,27796,6600,658200
287,67,52,0,27930,6800,658200
288,7,60,0,27944,6800,658200
289,0,41,34,27944,6800,661600
290,0,44,44,27944,6800,666000
291,0,47,47,27944,6800,670700
292,0,40,40,27944,6800,674700
293,192,41,0,28328,6800,674700
294,135,57,0,28598,6800,674700
295,91,44,0,28780,7000,674700
296,37,54,0,28854,7000,674700
297,0,44,7,28854,7000,675400
298,0,43,43,28854,7000,679700
299,0,52,52,28854,7000,684900
300,0,49,49,28854,7000,689800
301,0,42,42,28854,7000,694000
302,0,50,50,28854,7000,699000
303,146,63,0,29146,7000,699000
304,92,54,0,29330,7200,699000
305,40,52,0,29410,7200,699000
306,0,48,8,29410,7200,699800
307,0,49,49,29410,7200,704700
308,0,59,59,29410,7200,710600
309,0,52,52,29410,7200,715800
310,0,35,35,29410,7200,719300
311,0,57,57,29410,7200,725000
312,0,46,46,29410,7200,729600
313,157,51,0,29724,7200,729600
314,110,47,0,29944,7200,729600
315,55,55,0,30054,7400,729600
316,14,41,0,30082,7400,729600
317,0,50,36,30082,7400,733200
318,0,62,62,30082,7400,739400
319,0,52,52,30082,7400,744600
320,0,41,41,30082,7400,748700
321,195,50,0,30472,7400,748700
322,158,37,0,30788,7400,748700
323,115,43,0,31018,7400,748700
324,64,51,0,31146,7600,748700
325,8,56,0,31162,7600,748700
326,0,50,42,31162,7600,752900
327,188,48,0,31538,7600,752900
328,146,42,0,31830,7600,752900
329,99,47,0,32028,7800,752900
330,44,55,0,32116,7800,752900
331,0,44,0,32116,7800,752900
332,0,57,57,32116,7800,758600
333,148,53,0,32412,7800,758600
334,109,39,0,32630,7800,758600
335,51,58,0,32732,8000,758600
336,0,54,3,32732,8000,758900
337,0,45,45,32732,8000,763400
338,0,43,43,32732,8000,767700
339,0,43,43,32732,8000,772000
340,0,48,48,32732,8000,776800
341,0,57,57,32732,8000,782500
342,0,45,45,32732,8000,787000
343,0,52,52,32732,8000,792200
344,0,53,53,32732,8000,797500
345,198,51,0,33128,8000,797500
346,142,56,0,33412,8000,797500
347,83,59,0,33578,8200,797500
348,35,48,0,33648,8200,797500
349,0,45,10,33648,8200,798500
350,0,53,53,33648,8200,803800
351,0,41,41,33648,8200,807900
352,0,42,42,33648,8200,812100
353,0,40,40,33648,8200,816100
354,172,45,0,33992,8200,816100
355,119,53,0,34230,8200,816100
356,76,43,0,34382,8400,816100
357,17,59,0,34416,8400,816100
358,0,52,35,34416,8400,819600
359,0,48,48,34416,8400,824400
360,0,50,50,34416,8400,829400
361,0,42,42,34416,8400,833600
362,0,38,38,34416,8400,837400
363,180,44,0,34776,8400,837400
364,135,45,0,35046,8400,837400
