day,inventory,demand,shortage,holding_cost,ordering_cost,shortage_cost
189,24,54,0,15366,5000,222650
190,0,61,37,15366,5000,224500
191,0,52,52,15366,5000,227100
192,0,63,63,15366,5000,230250
193,0,33,33,15366,5000,231900
194,0,47,47,15366,5000,234250
195,0,52,52,15366,5000,236850
196,164,58,0,15694,5000,236850
197,116,48,0,15926,5200,236850
198,58,58,0,16042,5200,236850
199,9,49,0,16060,5200,236850
200,0,67,58,16060,5200,239750
201,0,44,44,16060,5200,241950
202,132,52,0,16324,5200,241950
203,92,40,0,16508,5400,241950
204,42,50,0,16592,5400,241950
205,0,51,9,16592,5400,242400
206,0,60,60,16592,5400,245400
207,0,41,41,16592,5400,247450
208,0,56,56,16592,5400,250250
209,0,54,54,16592,5400,252950
210,0,41,41,16592,5400,255000
211,0,47,47,16592,5400,257350
212,0,48,48,16592,5400,259750
213,147,61,0,16886,5400,259750
214,97,50,0,17080,5600,259750
215,49,48,0,17178,5600,259750
216,0,50,1,17178,5600,259800
217,0,50,50,17178,5600,262300
218,0,53,53,17178,5600,264950
219,0,37,37,17178,5600,266800
220,0,41,41,17178,5600,268850
221,162,41,0,17502,5600,268850
222,119,43,0,17740,5800,268850
223,66,53,0,17872,5800,268850
224,23,43,0,17918,5800,268850
225,0,42,19,17918,5800,269800
226,0,42,42,17918,5800,271900
227,0,40,40,17918,5800,273900
228,138,43,0,18194,5800,273900
229,88,50,0,18370,6000,273900
230,35,53,0,18440,6000,273900
231,0,36,1,18440,6000,273950
232,0,57,57,18440,6000,276800
233,0,43,43,18440,6000,278950
234,0,47,47,18440,6000,281300
235,0,52,52,18440,6000,283900
236,0,49,49,18440,6000,286350
237,181,31,0,18802,6000,286350
238,131,50,0,19064,6000,286350
239,91,40,0,19246,6200,286350
240,46,45,0,19338,6200,286350
241,3,43,0,19344,6200,286350
242,160,52,0,19664,6200,286350
243,104,56,0,19872,6400,286350
244,66,38,0,20004,6400,286350
245,14,52,0,20032,6400,286350
246,0,49,35,20032,6400,288100
247,0,45,45,20032,6400,290350
248,0,53,53,20032,6400,293000
249,0,52,52,20032,6400,295600
250,157,39,0,20346,6400,295600
251,113,44,0,20572,6600,295600
252,75,38,0,20722,6600,295600
253,35,40,0,20792,6600,295600
254,0,57,22,20792,6600,296700
255,0,42,42,20792,6600,298800
256,124,63,0,21040,6600,298800
257,73,51,0,21186,6800,298800
258,17,56,0,21220,6800,298800
259,0,46,29,21220,6800,300250
260,0,50,50,21220,6800,302750
261,0,40,40,21220,6800,304750
262,182,45,0,21584,6800,304750
263,140,42,0,21864,6800,304750
264,89,51,0,22042,7000,304750
265,43,46,0,22128,7000,304750
266,0,45,2,22128,7000,304850
267,0,56,56,22128,7000,307650
268,0,49,49,22128,7000,310100
269,164,47,0,22456,7000,310100
270,124,40,0,22704,7000,310100
271,60,64,0,22824,7200,310100
272,9,51,0,22842,7200,310100
273,0,41,32,22842,7200,311700
274,0,43,43,22842,7200,313850
275,0,42,42,22842,7200,315950
276,0,53,53,22842,7200,318600
277,193,47,0,23228,7200,318600
278,145,48,0,23518,7200,318600
279,96,49,0,23710,7400,318600
280,41,55,0,23792,7400,318600
281,0,44,3,23792,7400,318750
282,157,47,0,24106,7400,318750
283,96,61,0,24298,7600,318750
284,43,53,0,24384,7600,318750
285,2,41,0,24388,7600,318750
286,0,52,50,24388,7600,321250
287,0,60,60,24388,7600,324250
288,0,41,41,24388,7600,326300
289,160,44,0,24708,7600,326300
290,113,47,0,24934,7800,326300
291,56,57,0,25046,7800,326300
292,12,44,0,25070,7800,326300
293,0,55,43,25070,7800,328450
294,0,54,54,25070,7800,331150
295,0,44,44,25070,7800,333350
296,144,43,0,25358,7800,333350
297,92,52,0,25542,8000,333350
298,43,49,0,25628,8000,333350
299,1,42,0,25630,8000,333350
300,0,50,49,25630,8000,335800
301,0,63,63,25630,8000,338950
302,154,54,0,25938,8000,338950
303,102,52,0,26142,8200,338950
304,53,49,0,26248,8200,338950
305,0,59,6,26248,8200,339250
306,0,52,52,26248,8200,341850
307,0,35,35,26248,8200,343600
308,0,57,57,26248,8200,346450
309,0,46,46,26248,8200,348750
310,0,51,51,26248,8200,351300
311,0,47,47,26248,8200,353650
312,0,55,55,26248,8200,356400
313,154,44,0,26556,8200,356400
314,113,41,0,26782,8400,356400
315,63,50,0,26908,8400,356400
316,1,62,0,26910,8400,356400
317,0,52,51,26910,8400,358950
318,0,41,41,26910,8400,361000
319,137,50,0,27184,8400,361000
320,100,37,0,27384,8600,361000
321,57,43,0,27498,8600,361000
322,6,51,0,27510,8600,361000
323,0,56,50,27510,8600,363500
324,0,50,50,27510,8600,366000
325,0,48,48,27510,8600,368400
326,0,42,42,27510,8600,370500
327,153,47,0,27816,8600,370500
328,100,53,0,28016,8800,370500
329,45,55,0,28106,8800,370500
330,1,44,0,28108,8800,370500
331,0,57,56,28108,8800,373300
332,0,53,53,28108,8800,375950
333,0,39,39,28108,8800,377900
334,142,58,0,28392,8800,377900
335,88,54,0,28568,9000,377900
336,45,43,0,28658,9000,377900
337,2,43,0,28662,9000,377900
338,0,48,46,28662,9000,380200
339,0,57,57,28662,9000,383050
340,0,45,45,28662,9000,385300
341,0,52,52,28662,9000,387900
342,0,53,53,28662,9000,390550
343,161,51,0,28984,9000,390550
344,105,56,0,29194,9200,390550
345,46,59,0,29286,9200,390550
346,0,60,14,29286,9200,391250
347,0,48,48,29286,9200,393650
348,0,45,45,29286,9200,395900
349,0,53,53,29286,9200,398550
350,154,41,0,29594,9200,398550
351,112,42,0,29818,9400,398550
352,67,45,0,29952,9400,398550
353,14,53,0,29980,9400,398550
354,0,43,29,29980,9400,400000
355,0,59,59,29980,9400,402950
356,0,52,52,29980,9400,405550
357,0,48,48,29980,9400,407950
358,138,50,0,30256,9400,407950
359,96,42,0,30448,9600,407950
360,58,38,0,30564,9600,407950
361,14,44,0,30592,9600,407950
362,0,45,31,30592,9600,409500
363,0,55,55,30592,9600,412250
364,153,51,0,30898,9600,412250
