day,inventory,demand,shortage,holding_cost,ordering_cost,shortage_cost
195,193,79,0,14878,5400,370600
196,125,68,0,15128,5400,370600
197,45,80,0,15218,5600,370600
198,0,69,24,15218,5600,371800
199,0,90,90,15218,5600,376300
200,0,63,63,15218,5600,379450
201,0,73,73,15218,5600,383100
202,0,58,58,15218,5600,386000
203,0,70,70,15218,5600,389500
204,0,70,70,15218,5600,393000
205,0,71,71,15218,5600,396550
206,0,81,81,15218,5600,400600
207,196,59,0,15610,5600,400600
208,119,77,0,15848,5600,400600
209,44,75,0,15936,5800,400600
210,0,67,23,15936,5800,401750
211,0,83,83,15936,5800,405900
212,0,70,70,15936,5800,409400
213,0,67,67,15936,5800,412750
214,0,70,70,15936,5800,416250
215,0,69,69,15936,5800,419700
216,0,70,70,15936,5800,423200
217,0,73,73,15936,5800,426850
218,201,55,0,16338,5800,426850
219,142,59,0,16622,5800,426850
220,83,59,0,16788,6000,426850
221,22,61,0,16832,6000,426850
222,0,82,60,16832,6000,429850
223,143,74,0,17118,6000,429850
224,81,62,0,17280,6200,429850
225,20,61,0,17320,6200,429850
226,0,58,38,17320,6200,431750
227,0,62,62,17320,6200,434850
228,0,70,70,17320,6200,438350
229,146,73,0,17612,6200,438350
230,93,53,0,17798,6400,438350
231,15,78,0,17828,6400,438350
232,0,61,46,17828,6400,440650
233,0,67,67,17828,6400,444000
234,0,73,73,17828,6400,447650
235,138,69,0,18104,6400,447650
236,91,47,0,18286,6600,447650
237,21,70,0,18328,6600,447650
238,0,58,37,18328,6600,449500
239,0,71,71,18328,6600,453050
240,0,64,64,18328,6600,456250
241,0,62,62,18328,6600,459350
242,0,72,72,18328,6600,462950
243,0,78,78,18328,6600,466850
244,153,56,0,18634,6600,466850
245,81,72,0,18796,6800,466850
246,13,68,0,18822,6800,466850
247,0,64,51,18822,6800,469400
248,0,74,74,18822,6800,473100
249,0,73,73,18822,6800,476750
250,0,57,57,18822,6800,479600
251,0,63,63,18822,6800,482750
252,158,61,0,19138,6800,482750
253,97,61,0,19332,7000,482750
254,29,68,0,19390,7000,482750
255,0,58,29,19390,7000,484200
256,0,79,79,19390,7000,488150
257,0,61,61,19390,7000,491200
258,0,85,85,19390,7000,495450
259,0,72,72,19390,7000,499050
260,126,77,0,19642,7000,499050
261,60,66,0,19762,7200,499050
262,0,70,10,19762,7200,499550
263,0,58,58,19762,7200,502450
264,0,65,65,19762,7200,505700
265,0,60,60,19762,7200,508700
266,169,71,0,20100,7200,508700
267,103,66,0,20306,7200,508700
268,38,65,0,20382,7400,508700
269,0,77,39,20382,7400,510650
270,0,69,69,20382,7400,514100
271,0,66,66,20382,7400,517400
272,0,59,59,20382,7400,520350
273,0,87,87,20382,7400,524700
274,0,54,54,20382,7400,527400
275,0,72,72,20382,7400,531000
276,203,59,0,20788,7400,531000
277,141,62,0,21070,7400,531000
278,80,61,0,21230,7600,531000
279,6,74,0,21242,7600,531000
280,0,66,60,21242,7600,534000
281,0,67,67,21242,7600,537350
282,152,68,0,21546,7600,537350
283,83,69,0,21712,7800,537350
284,20,63,0,21752,7800,537350
285,0,67,47,21752,7800,539700
286,0,83,83,21752,7800,543850
287,0,73,73,21752,7800,547500
288,0,59,59,21752,7800,550450
289,0,73,73,21752,7800,554100
290,135,82,0,22022,7800,554100
291,75,60,0,22172,8000,554100
292,12,63,0,22196,8000,554100
293,0,66,54,22196,8000,556800
294,0,58,58,22196,8000,559700
295,0,59,59,22196,8000,562650
296,0,78,78,22196,8000,566550
297,0,63,63,22196,8000,569700
298,0,76,76,22196,8000,573500
299,0,75,75,22196,8000,577250
300,0,63,63,22196,8000,580400
301,153,72,0,22502,8000,580400
302,84,69,0,22670,8200,580400
303,14,70,0,22698,8200,580400
304,0,86,72,22698,8200,584000
305,0,75,75,22698,8200,587750
306,0,72,72,22698,8200,591350
307,0,68,68,22698,8200,594750
308,0,69,69,22698,8200,598200
309,157,59,0,23012,8200,598200
310,76,81,0,23164,8400,598200
311,4,72,0,23172,8400,598200
312,0,52,48,23172,8400,600600
313,0,78,78,23172,8400,604500
314,158,66,0,23488,8400,604500
315,87,71,0,23662,8600,604500
316,11,76,0,23684,8600,604500
317,0,63,52,23684,8600,607100
318,0,59,59,23684,8600,610050
319,143,70,0,23970,8600,610050
320,59,84,0,24088,8800,610050
321,0,72,13,24088,8800,610700
322,0,60,60,24088,8800,613700
323,0,70,70,24088,8800,617200
324,187,54,0,24462,8800,617200
325,125,62,0,24712,8800,617200
326,53,72,0,24818,9000,617200
327,0,71,18,24818,9000,618100
328,0,67,67,24818,9000,621450
329,0,60,60,24818,9000,624450
330,0,67,67,24818,9000,627800
331,0,74,74,24818,9000,631500
332,172,75,0,25162,9000,631500
333,109,63,0,25380,9000,631500
334,31,78,0,25442,9200,631500
335,0,74,43,25442,9200,633650
336,0,57,57,25442,9200,636500
337,0,79,79,25442,9200,640450
338,0,74,74,25442,9200,644150
339,0,65,65,25442,9200,647400
340,0,62,62,25442,9200,650500
341,0,61,61,25442,9200,653550
342,0,68,68,25442,9200,656950
343,0,79,79,25442,9200,660900
344,205,64,0,25852,9200,660900
345,133,72,0,26118,9200,660900
346,60,73,0,26238,9400,660900
347,0,65,5,26238,9400,661150
348,163,77,0,26564,9400,661150
349,82,81,0,26728,9600,661150
350,0,82,0,26728,9600,661150
351,0,68,68,26728,9600,664550
352,0,64,64,26728,9600,667750
353,0,73,73,26728,9600,671400
354,0,61,61,26728,9600,674450
355,0,58,58,26728,9600,677350
356,0,64,64,26728,9600,680550
357,0,74,74,26728,9600,684250
358,0,62,62,26728,9600,687350
359,137,81,0,27002,9600,687350
360,65,72,0,27132,9800,687350
361,0,70,5,27132,9800,687600
362,0,61,61,27132,9800,690650
363,179,56,0,27490,9800,690650
364,116,63,0,27722,9800,690650
