day,inventory,demand,shortage,holding_cost,ordering_cost,shortage_cost
190,0,61,61,18566,4600,215600
191,0,52,52,18566,4600,218200
192,0,63,63,18566,4600,221350
193,0,33,33,18566,4600,223000
194,161,47,0,18888,4600,223000
195,109,52,0,19106,4600,223000
196,51,58,0,19208,4800,223000
197,3,48,0,19214,4800,223000
198,0,58,55,19214,4800,225750
199,0,49,49,19214,4800,228200
200,0,67,67,19214,4800,231550
201,0,44,44,19214,4800,233750
202,0,52,52,19214,4800,236350
203,0,40,40,19214,4800,238350
204,0,50,50,19214,4800,240850
205,0,50,50,19214,4800,243350
206,198,51,0,19610,4800,243350
207,138,60,0,19886,4800,243350
208,97,41,0,20080,5000,243350
209,43,54,0,20166,5000,243350
210,2,41,0,20170,5000,243350
211,0,47,45,20170,5000,245600
212,0,48,48,20170,5000,248000
213,0,61,61,20170,5000,251050
214,0,50,50,20170,5000,253550
215,0,48,48,20170,5000,255950
216,153,50,0,20476,5000,255950
217,103,50,0,20682,5000,255950
218,50,53,0,20782,5200,255950
219,13,37,0,20808,5200,255950
220,0,41,28,20808,5200,257350
221,0,41,41,20808,5200,259400
222,0,43,43,20808,5200,261550
223,0,61,61,20808,5200,264600
224,0,53,53,20808,5200,267250
225,0,43,43,20808,5200,269400
226,0,42,42,20808,5200,271500
227,208,42,0,21224,5200,271500
228,168,40,0,21560,5200,271500
229,125,43,0,21810,5200,271500
230,75,50,0,21960,5400,271500
231,39,36,0,22038,5400,271500
232,0,57,18,22038,5400,272400
233,0,43,43,22038,5400,274550
234,0,47,47,22038,5400,276900
235,173,52,0,22384,5400,276900
236,124,49,0,22632,5400,276900
237,93,31,0,22818,5600,276900
238,43,50,0,22904,5600,276900
239,3,40,0,22910,5600,276900
240,0,51,48,22910,5600,279300
241,0,45,45,22910,5600,281550
242,0,43,43,22910,5600,283700
243,0,52,52,22910,5600,286300
244,151,56,0,23212,5600,286300
245,113,38,0,23438,5600,286300
246,61,52,0,23560,5800,286300
247,16,45,0,23592,5800,286300
248,0,53,37,23592,5800,288150
249,0,52,52,23592,5800,290750
250,200,39,0,23992,5800,290750
251,156,44,0,24304,5800,290750
252,113,43,0,24530,5800,290750
253,75,38,0,24680,6000,290750
254,35,40,0,24750,6000,290750
255,0,57,22,24750,6000,291850
256,0,42,42,24750,6000,293950
257,0,63,63,24750,6000,297100
258,0,51,51,24750,6000,299650
259,169,56,0,25088,6000,299650
260,123,46,0,25334,6000,299650
261,73,50,0,25480,6200,299650
262,28,45,0,25536,6200,299650
263,0,42,14,25536,6200,300350
264,0,51,51,25536,6200,302900
265,0,46,46,25536,6200,305200
266,0,46,46,25536,6200,307500
267,0,45,45,25536,6200,309750
268,171,56,0,25878,6200,309750
269,122,49,0,26122,6200,309750
270,75,47,0,26272,6400,309750
271,35,40,0,26342,6400,309750
272,0,64,29,26342,6400,311200
273,0,51,51,26342,6400,313750
274,0,41,41,26342,6400,315800
275,182,43,0,26706,6400,315800
276,140,42,0,26986,6400,315800
277,87,53,0,27160,6600,315800
278,39,48,0,27238,6600,315800
279,0,49,10,27238,6600,316300
280,0,49,49,27238,6600,318750
281,0,55,55,27238,6600,321500
282,0,44,44,27238,6600,323700
283,0,47,47,27238,6600,326050
284,0,61,61,27238,6600,329100
285,160,53,0,27558,6600,329100
286,119,41,0,27796,6600,329100
287,67,52,0,27930,6800,329100
288,7,60,0,27944,6800,329100
289,0,41,34,27944,6800,330800
290,0,44,44,27944,6800,333000
291,0,47,47,27944,6800,335350
292,0,40,40,27944,6800,337350
293,192,41,0,28328,6800,337350
294,135,57,0,28598,6800,337350
295,91,44,0,28780,7000,337350
296,37,54,0,28854,7000,337350
297,0,44,7,28854,7000,337700
298,0,43,43,28854,7000,339850
299,0,52,52,28854,7000,342450
300,0,49,49,28854,7000,344900
301,0,42,42,28854,7000,347000
302,0,50,50,28854,7000,349500
303,146,63,0,29146,7000,349500
304,92,54,0,29330,7200,349500
305,40,52,0,29410,7200,349500
306,0,48,8,29410,7200,349900
307,0,49,49,29410,7200,352350
308,0,59,59,29410,7200,355300
309,0,52,52,29410,7200,357900
310,0,35,35,29410,7200,359650
311,0,57,57,29410,7200,362500
312,0,46,46,29410,7200,364800
313,157,51,0,29724,7200,364800
314,110,47,0,29944,7200,364800
315,55,55,0,30054,7400,364800
316,14,41,0,30082,7400,364800
317,0,50,36,30082,7400,366600
318,0,62,62,30082,7400,369700
319,0,52,52,30082,7400,372300
320,0,41,41,30082,7400,374350
321,195,50,0,30472,7400,374350
322,158,37,0,30788,7400,374350
323,115,43,0,31018,7400,374350
324,64,51,0,31146,7600,374350
325,8,56,0,31162,7600,374350
326,0,50,42,31162,7600,376450
327,188,48,0,31538,7600,376450
328,146,42,0,31830,7600,376450
329,99,47,0,32028,7800,376450
330,44,55,0,32116,7800,376450
331,0,44,0,32116,7800,376450
332,0,57,57,32116,7800,379300
333,148,53,0,32412,7800,379300
334,109,39,0,32630,7800,379300
335,51,58,0,32732,8000,379300
336,0,54,3,32732,8000,379450
337,0,45,45,32732,8000,381700
338,0,43,43,32732,8000,383850
339,0,43,43,32732,8000,386000
340,0,48,48,32732,8000,388400
341,0,57,57,32732,8000,391250
342,0,45,45,32732,8000,393500
343,0,52,52,32732,8000,396100
344,0,53,53,32732,8000,398750
345,198,51,0,33128,8000,398750
346,142,56,0,33412,8000,398750
347,83,59,0,33578,8200,398750
348,35,48,0,33648,8200,398750
349,0,45,10,33648,8200,399250
350,0,53,53,33648,8200,401900
351,0,41,41,33648,8200,403950
352,0,42,42,33648,8200,406050
353,0,40,40,33648,8200,408050
354,172,45,0,33992,8200,408050
355,119,53,0,34230,8200,408050
356,76,43,0,34382,8400,408050
357,17,59,0,34416,8400,408050
358,0,52,35,34416,8400,409800
359,0,48,48,34416,8400,412200
360,0,50,50,34416,8400,414700
361,0,42,42,34416,8400,416800
362,0,38,38,34416,8400,418700
363,180,44,0,34776,8400,418700
364,135,45,0,35046,8400,418700
