day,inventory,demand,shortage,holding_cost,ordering_cost,shortage_cost
190,0,49,49,14586,3400,281200
191,0,52,52,14586,3400,283800
192,0,54,54,14586,3400,286500
193,159,46,0,14904,3400,286500
194,105,54,0,15114,3400,286500
195,44,61,0,15202,3600,286500
196,0,52,8,15202,3600,286900
197,0,63,63,15202,3600,290050
198,0,33,33,15202,3600,291700
199,0,47,47,15202,3600,294050
200,0,52,52,15202,3600,296650
201,0,58,58,15202,3600,299550
202,0,48,48,15202,3600,301950
203,0,58,58,15202,3600,304850
204,0,49,49,15202,3600,307300
205,189,67,0,15580,3600,307300
206,145,44,0,15870,3600,307300
207,93,52,0,16056,3800,307300
208,43,50,0,16142,3800,307300
209,0,50,7,16142,3800,307650
210,0,51,51,16142,3800,310200
211,0,60,60,16142,3800,313200
212,0,41,41,16142,3800,315250
213,0,56,56,16142,3800,318050
214,0,54,54,16142,3800,320750
215,0,41,41,16142,3800,322800
216,0,47,47,16142,3800,325150
217,159,48,0,16460,3800,325150
218,98,61,0,16656,4000,325150
219,48,50,0,16752,4000,325150
220,0,48,0,16752,4000,325150
221,0,50,50,16752,4000,327650
222,0,50,50,16752,4000,330150
223,0,53,53,16752,4000,332800
224,0,37,37,16752,4000,334650
225,0,41,41,16752,4000,336700
226,161,41,0,17074,4000,336700
227,118,43,0,17310,4000,336700
228,57,61,0,17424,4200,336700
229,14,43,0,17452,4200,336700
230,0,42,28,17452,4200,338100
231,0,42,42,17452,4200,340200
232,0,40,40,17452,4200,342200
233,0,43,43,17452,4200,344350
234,0,50,50,17452,4200,346850
235,0,53,53,17452,4200,349500
236,207,36,0,17866,4200,349500
237,150,57,0,18166,4200,349500
238,107,43,0,18380,4200,349500
239,60,47,0,18500,4400,349500
240,8,52,0,18516,4400,349500
241,0,49,41,18516,4400,351550
242,0,31,31,18516,4400,353100
243,0,50,50,18516,4400,355600
244,0,40,40,18516,4400,357600
245,0,51,51,18516,4400,360150
246,0,45,45,18516,4400,362400
247,0,43,43,18516,4400,364550
248,0,52,52,18516,4400,367150
249,0,56,56,18516,4400,369950
250,202,38,0,18920,4400,369950
251,150,52,0,19220,4400,369950
252,101,49,0,19422,4400,369950
253,56,45,0,19534,4600,369950
254,4,52,0,19542,4600,369950
255,0,39,35,19542,4600,371700
256,0,44,44,19542,4600,373900
257,0,43,43,19542,4600,376050
258,0,38,38,19542,4600,377950
259,0,40,40,19542,4600,379950
260,0,57,57,19542,4600,382800
261,0,42,42,19542,4600,384900
262,0,63,63,19542,4600,388050
263,0,51,51,19542,4600,390600
264,188,56,0,19918,4600,390600
265,142,46,0,20202,4600,390600
266,92,50,0,20386,4800,390600
267,52,40,0,20490,4800,390600
268,7,45,0,20504,4800,390600
269,0,42,35,20504,4800,392350
270,0,51,51,20504,4800,394900
271,0,46,46,20504,4800,397200
272,0,46,46,20504,4800,399500
273,0,45,45,20504,4800,401750
274,0,56,56,20504,4800,404550
275,0,49,49,20504,4800,407000
276,0,47,47,20504,4800,409350
277,0,40,40,20504,4800,411350
278,0,64,64,20504,4800,414550
279,157,51,0,20818,4800,414550
280,116,41,0,21050,4800,414550
281,73,43,0,21196,5000,414550
282,20,53,0,21236,5000,414550
283,0,47,27,21236,5000,415900
284,0,48,48,21236,5000,418300
285,0,49,49,21236,5000,420750
286,0,49,49,21236,5000,423200
287,0,55,55,21236,5000,425950
288,0,44,44,21236,5000,428150
289,0,47,47,21236,5000,430500
290,0,61,61,21236,5000,433550
291,174,53,0,21584,5000,433550
292,133,41,0,21850,5000,433550
293,81,52,0,22012,5200,433550
294,21,60,0,22054,5200,433550
295,0,41,20,22054,5200,434550
296,0,44,44,22054,5200,436750
297,0,47,47,22054,5200,439100
298,0,40,40,22054,5200,441100
299,0,41,41,22054,5200,443150
300,0,57,57,22054,5200,446000
301,0,44,44,22054,5200,448200
302,164,55,0,22382,5200,448200
303,110,54,0,22602,5200,448200
304,66,44,0,22734,5400,448200
305,17,49,0,22768,5400,448200
306,0,42,25,22768,5400,449450
307,0,50,50,22768,5400,451950
308,0,63,63,22768,5400,455100
309,0,54,54,22768,5400,457800
310,182,52,0,23132,5400,457800
311,134,48,0,23400,5400,457800
312,85,49,0,23570,5600,457800
313,26,59,0,23622,5600,457800
314,0,52,26,23622,5600,459100
315,0,35,35,23622,5600,460850
316,0,57,57,23622,5600,463700
317,0,46,46,23622,5600,466000
318,0,51,51,23622,5600,468550
319,0,47,47,23622,5600,470900
320,0,55,55,23622,5600,473650
321,0,44,44,23622,5600,475850
322,0,41,41,23622,5600,477900
323,0,50,50,23622,5600,480400
324,153,62,0,23928,5600,480400
325,101,52,0,24130,5600,480400
326,60,41,0,24250,5800,480400
327,23,37,0,24296,5800,480400
328,0,43,20,24296,5800,481400
329,0,51,51,24296,5800,483950
330,0,56,56,24296,5800,486750
331,0,50,50,24296,5800,489250
332,0,48,48,24296,5800,491650
333,0,42,42,24296,5800,493750
334,0,47,47,24296,5800,496100
335,0,53,53,24296,5800,498750
336,0,55,55,24296,5800,501500
337,0,44,44,24296,5800,503700
338,0,57,57,24296,5800,506550
339,0,53,53,24296,5800,509200
340,0,39,39,24296,5800,511150
341,182,58,0,24660,5800,511150
342,128,54,0,24916,5800,511150
343,83,45,0,25082,6000,511150
344,40,43,0,25162,6000,511150
345,0,43,3,25162,6000,511300
346,0,48,48,25162,6000,513700
347,0,57,57,25162,6000,516550
348,0,45,45,25162,6000,518800
349,0,52,52,25162,6000,521400
350,0,53,53,25162,6000,524050
351,0,51,51,25162,6000,526600
352,0,56,56,25162,6000,529400
353,158,59,0,25478,6000,529400
354,98,60,0,25674,6200,529400
355,53,45,0,25780,6200,529400
356,0,53,0,25780,6200,529400
357,0,41,41,25780,6200,531450
358,0,42,42,25780,6200,533550
359,0,40,40,25780,6200,535550
360,0,45,45,25780,6200,537800
361,0,53,53,25780,6200,540450
362,0,43,43,25780,6200,542600
363,143,59,0,26066,6200,542600
364,91,52,0,26248,6400,542600
