day,inventory,demand,shortage,holding_cost,ordering_cost,shortage_cost
95,29,24,0,12924,2000,38550
96,0,41,12,12924,2000,39150
97,0,31,31,12924,2000,40700
98,0,23,23,12924,2000,41850
99,0,37,37,12924,2000,43700
100,0,33,33,12924,2000,45350
101,0,28,28,12924,2000,46750
102,0,30,30,12924,2000,48250
103,175,35,0,13274,2000,48250
104,142,33,0,13558,2000,48250
105,104,38,0,13766,2000,48250
106,76,28,0,13918,2200,48250
107,47,29,0,14012,2200,48250
108,21,26,0,14054,2200,48250
109,8,13,0,14070,2200,48250
110,0,36,28,14070,2200,49650
111,0,23,23,14070,2200,50800
112,189,35,0,14448,2200,50800
113,157,32,0,14762,2200,50800
114,139,18,0,15040,2200,50800
115,108,31,0,15256,2200,50800
116,78,30,0,15412,2400,50800
117,43,35,0,15498,2400,50800
118,14,29,0,15526,2400,50800
119,0,36,22,15526,2400,51900
120,0,28,28,15526,2400,53300
121,0,23,23,15526,2400,54450
122,0,31,31,15526,2400,56000
123,189,33,0,15904,2400,56000
124,158,31,0,16220,2400,56000
125,129,29,0,16478,2400,56000
126,101,28,0,16680,2400,56000
127,84,17,0,16848,2600,56000
128,54,30,0,16956,2600,56000
129,24,30,0,17004,2600,56000
130,0,24,0,17004,2600,56000
131,0,28,28,17004,2600,57400
132,0,32,32,17004,2600,59000
133,0,28,28,17004,2600,60400
134,186,30,0,17376,2600,60400
135,153,33,0,17682,2600,60400
136,133,20,0,17948,2600,60400
137,92,41,0,18132,2800,60400
138,64,28,0,18260,2800,60400
139,35,29,0,18330,2800,60400
140,0,41,6,18330,2800,60700
141,0,24,24,18330,2800,61900
142,0,22,22,18330,2800,63000
143,0,21,21,18330,2800,64050
144,0,20,20,18330,2800,65050
145,172,36,0,18674,2800,65050
146,136,36,0,18946,2800,65050
147,114,22,0,19174,2800,65050
148,82,32,0,19338,3000,65050
149,56,26,0,19450,3000,65050
150,22,34,0,19494,3000,65050
151,0,28,6,19494,3000,65350
152,0,27,27,19494,3000,66700
153,0,37,37,19494,3000,68550
154,0,34,34,19494,3000,70250
155,0,22,22,19494,3000,71350
156,188,30,0,19870,3000,71350
157,161,27,0,20192,3000,71350
158,133,28,0,20458,3000,71350
159,94,39,0,20646,3200,71350
160,67,27,0,20780,3200,71350
161,25,42,0,20830,3200,71350
162,0,32,7,20830,3200,71700
163,0,26,26,20830,3200,73000
164,0,33,33,20830,3200,74650
165,0,35,35,20830,3200,76400
166,0,21,21,20830,3200,77450
167,187,19,0,21204,3200,77450
168,158,29,0,21520,3200,77450
169,131,27,0,21782,3200,77450
170,108,23,0,21998,3200,77450
171,76,32,0,22150,3400,77450
172,43,33,0,22236,3400,77450
173,15,28,0,22266,3400,77450
174,0,28,13,22266,3400,78100
175,0,35,35,22266,3400,79850
176,0,29,29,22266,3400,81300
177,0,22,22,22266,3400,82400
178,205,19,0,22676,3400,82400
179,183,22,0,23042,3400,82400
180,149,34,0,23340,3400,82400
181,105,44,0,23550,3400,82400
182,79,26,0,23708,3600,82400
183,59,20,0,23826,3600,82400
184,27,32,0,23880,3600,82400
185,0,29,2,23880,3600,82500
186,0,31,31,23880,3600,84050
187,204,17,0,24288,3600,84050
188,175,29,0,24638,3600,84050
189,149,26,0,24936,3600,84050
190,120,29,0,25176,3600,84050
191,89,31,0,25354,3800,84050
192,62,27,0,25478,3800,84050
193,29,33,0,25536,3800,84050
194,0,42,13,25536,3800,84700
195,0,32,32,25536,3800,86300
196,0,40,40,25536,3800,88300
197,0,17,17,25536,3800,89150
198,183,28,0,25902,3800,89150
199,152,31,0,26206,3800,89150
200,116,36,0,26438,3800,89150
201,87,29,0,26612,4000,89150
202,50,37,0,26712,4000,89150
203,21,29,0,26754,4000,89150
204,0,43,22,26754,4000,90250
205,0,25,25,26754,4000,91500
206,0,32,32,26754,4000,93100
207,0,22,22,26754,4000,94200
208,0,30,30,26754,4000,95700
209,0,30,30,26754,4000,97200
210,0,31,31,26754,4000,98750
211,176,37,0,27106,4000,98750
212,153,23,0,27412,4000,98750
213,119,34,0,27650,4000,98750
214,86,33,0,27822,4200,98750
215,58,28,0,27938,4200,98750
216,19,39,0,27976,4200,98750
217,0,30,11,27976,4200,99300
218,0,28,28,27976,4200,100700
219,0,30,30,27976,4200,102200
220,0,30,30,27976,4200,103700
221,0,32,32,27976,4200,105300
222,0,20,20,27976,4200,106300
223,191,23,0,28358,4200,106300
224,168,23,0,28694,4200,106300
225,144,24,0,28982,4200,106300
226,106,38,0,29194,4200,106300
227,73,33,0,29340,4400,106300
228,49,24,0,29438,4400,106300
229,25,24,0,29488,4400,106300
230,228,24,0,29944,4400,106300
231,206,22,0,30356,4400,106300
232,181,25,0,30718,4400,106300
233,151,30,0,31020,4400,106300
234,119,32,0,31258,4400,106300
235,100,19,0,31458,4400,106300
236,65,35,0,31588,4600,106300
237,37,28,0,31662,4600,106300
238,5,32,0,31672,4600,106300
239,0,29,24,31672,4600,107500
240,0,30,30,31672,4600,109000
241,213,22,0,32098,4600,109000
242,183,30,0,32464,4600,109000
243,157,26,0,32778,4600,109000
244,132,25,0,33042,4600,109000
245,101,31,0,33244,4600,109000
246,66,35,0,33376,4800,109000
247,45,21,0,33466,4800,109000
248,14,31,0,33494,4800,109000
249,0,29,15,33494,4800,109750
250,0,26,26,33494,4800,111050
251,202,32,0,33898,4800,111050
252,174,28,0,34246,4800,111050
253,142,32,0,34530,4800,111050
254,120,22,0,34770,4800,111050
255,94,26,0,34958,5000,111050
256,74,20,0,35106,5000,111050
257,52,22,0,35210,5000,111050
258,16,36,0,35242,5000,111050
259,0,24,8,35242,5000,111450
260,166,40,0,35574,5000,111450
261,135,31,0,35844,5000,111450
262,100,35,0,36044,5000,111450
263,73,27,0,36190,5200,111450
264,43,30,0,36276,5200,111450
265,21,22,0,36318,5200,111450
266,0,26,5,36318,5200,111700
267,0,23,23,36318,5200,112850
268,197,30,0,36712,5200,112850
269,170,27,0,37052,5200,112850
270,143,27,0,37338,5200,112850
271,117,26,0,37572,5200,112850
272,83,34,0,37738,5400,112850
273,60,23,0,37858,5400,112850
274,236,41,0,38330,5400,112850
275,216,20,0,38762,5400,112850
276,185,31,0,39132,5400,112850
277,162,23,0,39456,5400,112850
278,137,25,0,39730,5400,112850
279,113,24,0,39956,5400,112850
280,80,33,0,40116,5600,112850
281,52,28,0,40220,5600,112850
282,24,28,0,40268,5600,112850
283,0,29,5,40268,5600,113100
284,0,29,29,40268,5600,114550
285,186,34,0,40640,5600,114550
286,158,28,0,40956,5600,114550
287,119,39,0,41194,5600,114550
288,87,32,0,41368,5800,114550
289,55,32,0,41478,5800,114550
290,17,38,0,41512,5800,114550
291,0,23,6,41512,5800,114850
292,0,26,26,41512,5800,116150
293,0,27,27,41512,5800,117500
294,0,22,22,41512,5800,118600
295,190,23,0,41892,5800,118600
296,155,35,0,42202,5800,118600
297,130,25,0,42462,5800,118600
298,96,34,0,42654,6000,118600
299,63,33,0,42780,6000,118600
300,37,26,0,42854,6000,118600
301,6,31,0,42866,6000,118600
302,0,29,23,42866,6000,119750
303,0,23,23,42866,6000,120900
304,174,30,0,43214,6000,120900
305,134,40,0,43482,6000,120900
306,101,33,0,43684,6000,120900
307,70,31,0,43824,6200,120900
308,30,40,0,43884,6200,120900
309,1,29,0,43886,6200,120900
310,0,23,22,43886,6200,122000
311,0,37,37,43886,6200,123850
312,0,31,31,43886,6200,125400
313,0,18,18,43886,6200,126300
314,0,35,35,43886,6200,128050
315,0,27,27,43886,6200,129400
316,0,31,31,43886,6200,130950
317,203,27,0,44292,6200,130950
318,169,34,0,44630,6200,130950
319,144,25,0,44918,6200,130950
320,121,23,0,45160,6200,130950
321,91,30,0,45342,6400,130950
322,52,39,0,45446,6400,130950
323,21,31,0,45488,6400,130950
324,0,23,2,45488,6400,131050
325,0,30,30,45488,6400,132550
326,189,20,0,45866,6400,132550
327,164,25,0,46194,6400,132550
328,139,25,0,46472,6400,132550
329,108,31,0,46688,6400,132550
330,73,35,0,46834,6600,132550
331,272,28,0,47378,6600,132550
332,249,23,0,47876,6600,132550
333,221,28,0,48318,6600,132550
334,189,32,0,48696,6600,132550
335,155,34,0,49006,6600,132550
336,130,25,0,49266,6600,132550
337,95,35,0,49456,6800,132550
338,63,32,0,49582,6800,132550
339,41,22,0,49664,6800,132550
340,5,36,0,49674,6800,132550
341,0,33,28,49674,6800,133950
342,0,25,25,49674,6800,135200
343,0,24,24,49674,6800,136400
344,0,29,29,49674,6800,137850
345,0,36,36,49674,6800,139650
346,179,26,0,50032,6800,139650
347,148,31,0,50328,6800,139650
348,116,32,0,50560,6800,139650
349,85,31,0,50730,7000,139650
350,50,35,0,50830,7000,139650
351,13,37,0,50856,7000,139650
352,0,38,25,50856,7000,140900
353,0,29,29,50856,7000,142350
354,0,26,26,50856,7000,143650
355,0,32,32,50856,7000,145250
356,192,23,0,51240,7000,145250
357,168,24,0,51576,7000,145250
358,146,22,0,51868,7000,145250
359,120,26,0,52108,7000,145250
360,88,32,0,52284,7200,145250
361,63,25,0,52410,7200,145250
362,26,37,0,52462,7200,145250
363,0,32,6,52462,7200,145550
364,0,29,29,52462,7200,147000
