day,inventory,demand,shortage,holding_cost,ordering_cost,shortage_cost
189,47,58,0,37180,7200,69800
190,0,48,1,37180,7200,69850
191,0,58,58,37180,7200,72750
192,0,49,49,37180,7200,75200
193,0,67,67,37180,7200,78550
194,0,44,44,37180,7200,80750
195,0,52,52,37180,7200,83350
196,213,40,0,37606,7200,83350
197,163,50,0,37932,7200,83350
198,113,50,0,38158,7200,83350
199,62,51,0,38282,7400,83350
200,21,41,0,38324,7400,83350
201,0,56,35,38324,7400,85100
202,184,54,0,38692,7400,85100
203,143,41,0,38978,7400,85100
204,96,47,0,39170,7600,85100
205,48,48,0,39266,7600,85100
206,0,61,13,39266,7600,85750
207,0,50,50,39266,7600,88250
208,0,48,48,39266,7600,90650
209,154,50,0,39574,7600,90650
210,104,50,0,39782,7600,90650
211,51,53,0,39884,7800,90650
212,8,43,0,39900,7800,90650
213,0,61,53,39900,7800,93300
214,0,53,53,39900,7800,95950
215,206,43,0,40312,7800,95950
216,164,42,0,40640,7800,95950
217,122,42,0,40884,7800,95950
218,82,40,0,41048,8000,95950
219,39,43,0,41126,8000,95950
220,207,50,0,41540,8000,95950
221,154,53,0,41848,8000,95950
222,118,36,0,42084,8000,95950
223,61,57,0,42206,8200,95950
224,14,47,0,42234,8200,95950
225,201,52,0,42636,8200,95950
226,152,49,0,42940,8200,95950
227,121,31,0,43182,8200,95950
228,71,50,0,43324,8400,95950
229,31,40,0,43386,8400,95950
230,209,51,0,43804,8400,95950
231,164,45,0,44132,8400,95950
232,121,43,0,44374,8400,95950
233,69,52,0,44512,8600,95950
234,31,38,0,44574,8600,95950
235,0,52,21,44574,8600,97000
236,182,49,0,44938,8600,97000
237,137,45,0,45212,8600,97000
238,84,53,0,45380,8800,97000
239,32,52,0,45444,8800,97000
240,0,39,7,45444,8800,97350
241,0,44,44,45444,8800,99550
242,0,43,43,45444,8800,101700
243,0,38,38,45444,8800,103600
244,176,40,0,45796,8800,103600
245,119,57,0,46034,8800,103600
246,77,42,0,46188,9000,103600
247,26,51,0,46240,9000,103600
248,0,56,30,46240,9000,105100
249,0,46,46,46240,9000,107400
250,173,50,0,46586,9000,107400
251,133,40,0,46852,9000,107400
252,88,45,0,47028,9200,107400
253,46,42,0,47120,9200,107400
254,0,51,5,47120,9200,107650
255,0,46,46,47120,9200,109950
256,0,46,46,47120,9200,112250
257,167,45,0,47454,9200,112250
258,111,56,0,47676,9200,112250
259,62,49,0,47800,9400,112250
260,22,40,0,47844,9400,112250
261,0,64,42,47844,9400,114350
262,0,51,51,47844,9400,116900
263,0,41,41,47844,9400,118950
264,195,43,0,48234,9400,118950
265,153,42,0,48540,9400,118950
266,100,53,0,48740,9400,118950
267,53,47,0,48846,9600,118950
268,5,48,0,48856,9600,118950
269,0,49,44,48856,9600,121150
270,198,49,0,49252,9600,121150
271,143,55,0,49538,9600,121150
272,99,44,0,49736,9800,121150
273,38,61,0,49812,9800,121150
274,0,53,15,49812,9800,121900
275,0,41,41,49812,9800,123950
276,0,52,52,49812,9800,126550
277,141,60,0,50094,9800,126550
278,100,41,0,50294,9800,126550
279,56,44,0,50406,10000,126550
280,253,47,0,50912,10000,126550
281,213,40,0,51338,10000,126550
282,172,41,0,51682,10000,126550
283,115,57,0,51912,10000,126550
284,71,44,0,52054,10200,126550
285,17,54,0,52088,10200,126550
286,0,44,27,52088,10200,127900
287,0,43,43,52088,10200,130050
288,0,52,52,52088,10200,132650
289,180,49,0,52448,10200,132650
290,138,42,0,52724,10200,132650
291,88,50,0,52900,10400,132650
292,25,63,0,52950,10400,132650
293,0,54,29,52950,10400,134100
294,0,52,52,52950,10400,136700
295,0,48,48,52950,10400,139100
296,0,49,49,52950,10400,141550
297,153,59,0,53256,10400,141550
298,101,52,0,53458,10400,141550
299,66,35,0,53590,10600,141550
300,249,51,0,54088,10600,141550
301,202,47,0,54492,10600,141550
302,147,55,0,54786,10600,141550
303,103,44,0,54992,10600,141550
304,62,41,0,55116,10800,141550
305,250,50,0,55616,10800,141550
306,188,62,0,55992,10800,141550
307,136,52,0,56264,10800,141550
308,95,41,0,56454,11000,141550
309,58,37,0,56570,11000,141550
310,15,43,0,56600,11000,141550
311,0,51,36,56600,11000,143350
312,0,56,56,56600,11000,146150
313,0,50,50,56600,11000,148650
314,0,48,48,56600,11000,151050
315,0,42,42,56600,11000,153150
316,0,47,47,56600,11000,155500
317,152,53,0,56904,11000,155500
318,97,55,0,57098,11200,155500
319,53,44,0,57204,11200,155500
320,0,57,4,57204,11200,155700
321,0,53,53,57204,11200,158350
322,164,39,0,57532,11200,158350
323,106,58,0,57744,11200,158350
324,52,54,0,57848,11400,158350
325,9,43,0,57866,11400,158350
326,0,43,34,57866,11400,160050
327,0,48,48,57866,11400,162450
328,0,57,57,57866,11400,165300
329,203,45,0,58272,11400,165300
330,151,52,0,58574,11400,165300
331,98,53,0,58770,11600,165300
332,47,51,0,58864,11600,165300
333,0,56,9,58864,11600,165750
334,143,59,0,59150,11600,165750
335,83,60,0,59316,11800,165750
336,38,45,0,59392,11800,165750
337,0,53,15,59392,11800,166500
338,176,41,0,59744,11800,166500
339,134,42,0,60012,11800,166500
340,94,40,0,60200,12000,166500
341,49,45,0,60298,12000,166500
342,0,53,4,60298,12000,166700
343,163,43,0,60624,12000,166700
344,104,59,0,60832,12000,166700
345,52,52,0,60936,12200,166700
346,250,50,0,61436,12200,166700
347,208,42,0,61852,12200,166700
348,170,38,0,62192,12200,166700
349,126,44,0,62444,12200,166700
350,81,45,0,62606,12400,166700
351,245,55,0,63096,12400,166700
352,194,51,0,63484,12400,166700
353,141,53,0,63766,12400,166700
354,86,55,0,63938,12600,166700
355,36,50,0,64010,12600,166700
356,204,46,0,64418,12600,166700
357,164,40,0,64746,12600,166700
358,109,55,0,64964,12600,166700
359,55,54,0,65074,12800,166700
360,11,44,0,65096,12800,166700
361,0,57,46,65096,12800,169000
362,0,45,45,65096,12800,171250
363,198,47,0,65492,12800,171250
364,136,62,0,65764,12800,171250
